record_type,epic_id,epic_title,epic_description,epic_status,epic_priority,epic_owner,epic_team,epic_start_date,epic_target_date,estimation_id,dev_hours,qa_hours,total_story_points,complexity,risk_level,tdd_id,tdd_title,tdd_version,tdd_status,tdd_author,tdd_last_updated,tdd_technologies,tdd_dependencies,tdd_section,story_id,story_title,story_type,story_status,story_points,story_assignee,story_sprint,acceptance_criteria,gitlab_repo,gitlab_branch,gitlab_file_path,gitlab_commit_sha,gitlab_merge_request,code_block_description,lines_of_code,code_language,last_commit_date,code_reviewer
EPIC,EPIC-001,User Authentication Service,Implement secure user authentication with JWT tokens and OAuth2 support,In Progress,Critical,john.smith@company.com,Platform,2025-01-15,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTIMATION,EPIC-001,User Authentication Service,,,,,,,,EST-001,240,80,89,High,Medium,,,,,,,,,,,,,,,,,,,,,,,,,
STORY,EPIC-001,User Authentication Service,,,,,,,,,,,,,TDD-001,,,,,,,"System Architecture",AUTH-106,Setup Redis for session management,Task,Done,8,david.kim@company.com,Sprint-22,Redis cluster configured;Session storage implemented;TTL set to 7 days,platform/auth-service,feature/AUTH-106-redis,src/config/redisConfig.js,f6g7h8i9j0k1,MR-1006,Redis connection and session manager,134,JavaScript,2025-01-28,lisa.chen@company.com
STORY,EPIC-001,User Authentication Service,,,,,,,,,,,,,TDD-001,,,,,,,"Security Considerations",AUTH-107,Implement rate limiting,Task,In Progress,8,david.kim@company.com,Sprint-24,5 login attempts per minute per IP;Rate limit headers returned;Blocked IPs logged,platform/auth-service,feature/AUTH-107-ratelimit,src/middleware/rateLimiter.js,g7h8i9j0k1l2,MR-1007,Rate limiting middleware with Redis backend,98,JavaScript,2025-02-12,tom.baker@company.com
STORY,EPIC-001,User Authentication Service,,,,,,,,,,,,,TDD-001,,,,,,,"API Endpoints",AUTH-108,Implement logout endpoint,Feature,To Do,3,unassigned,Sprint-25,Session invalidated on logout;JWT blacklisted;Confirmation returned,platform/auth-service,feature/AUTH-108-logout,src/controllers/authController.js,pending,pending,Logout endpoint with token blacklisting,0,JavaScript,,
STORY,EPIC-001,User Authentication Service,,,,,,,,,,,,,TDD-001,,,,,,,"Data Model",AUTH-109,Create password reset tokens table,Task,Done,3,lisa.chen@company.com,Sprint-23,Tokens table created;Foreign key to users;Expiry index added,platform/auth-service,feature/AUTH-109-tokens,db/migrations/002_create_reset_tokens.sql,h8i9j0k1l2m3,MR-1008,Password reset tokens table,42,SQL,2025-02-02,tom.baker@company.com
STORY,EPIC-001,User Authentication Service,,,,,,,,,,,,,TDD-001,,,,,,,"Security Considerations",AUTH-110,Write security unit tests,Task,In Progress,8,qa.lead@company.com,Sprint-24,All auth endpoints tested;Edge cases covered;90% code coverage,platform/auth-service,feature/AUTH-110-tests,tests/auth.test.js,i9j0k1l2m3n4,MR-1009,Comprehensive auth security tests,456,JavaScript,2025-02-11,sarah.jones@company.com
EPIC,EPIC-002,Payment Processing Gateway,Build a secure payment gateway integration supporting multiple payment providers,In Progress,Critical,sarah.jones@company.com,Payments,2025-02-01,2025-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTIMATION,EPIC-002,Payment Processing Gateway,,,,,,,,EST-002,320,120,144,High,High,,,,,,,,,,,,,,,,,,,,,,,,,
TDD,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,Payment Gateway Technical Design,1.5,Approved,robert.taylor@company.com,2025-01-28,"Python,FastAPI,PostgreSQL,Stripe,PayPal","auth-service,order-service,notification-service",Overview,,,,,,,,,,,,,,,
TDD,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,Payment Gateway Technical Design,1.5,Approved,robert.taylor@company.com,2025-01-28,"Python,FastAPI,PostgreSQL,Stripe,PayPal","auth-service,order-service,notification-service",Payment Flow Architecture,,,,,,,,,,,,,,,
TDD,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,Payment Gateway Technical Design,1.5,Approved,robert.taylor@company.com,2025-01-28,"Python,FastAPI,PostgreSQL,Stripe,PayPal","auth-service,order-service,notification-service",Provider Integrations,,,,,,,,,,,,,,,
TDD,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,Payment Gateway Technical Design,1.5,Approved,robert.taylor@company.com,2025-01-28,"Python,FastAPI,PostgreSQL,Stripe,PayPal","auth-service,order-service,notification-service",Data Model,,,,,,,,,,,,,,,
TDD,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,Payment Gateway Technical Design,1.5,Approved,robert.taylor@company.com,2025-01-28,"Python,FastAPI,PostgreSQL,Stripe,PayPal","auth-service,order-service,notification-service",Security and PCI Compliance,,,,,,,,,,,,,,,
TDD,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,Payment Gateway Technical Design,1.5,Approved,robert.taylor@company.com,2025-01-28,"Python,FastAPI,PostgreSQL,Stripe,PayPal","auth-service,order-service,notification-service",Error Handling and Retry Logic,,,,,,,,,,,,,,,
STORY,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,,,,,,,"Provider Integrations",PAY-201,Integrate Stripe payment provider,Feature,Done,13,james.brown@company.com,Sprint-24,Stripe SDK integrated;Test and live modes supported;Webhook handler implemented,payments/gateway-service,feature/PAY-201-stripe,src/providers/stripeProvider.py,j0k1l2m3n4o5,MR-2001,Stripe integration with webhook support,534,Python,2025-02-15,emily.white@company.com
STORY,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,,,,,,,"Provider Integrations",PAY-202,Integrate PayPal payment provider,Feature,In Progress,13,james.brown@company.com,Sprint-25,PayPal REST API integrated;Express checkout supported;IPN handler implemented,payments/gateway-service,feature/PAY-202-paypal,src/providers/paypalProvider.py,k1l2m3n4o5p6,MR-2002,PayPal integration with IPN handling,487,Python,2025-02-20,emily.white@company.com
STORY,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,,,,,,,"Data Model",PAY-203,Create transactions database schema,Task,Done,8,lisa.chen@company.com,Sprint-23,Transactions table with audit trail;Indexes for reporting queries;Partitioning by date,payments/gateway-service,feature/PAY-203-schema,db/migrations/001_create_transactions.sql,l2m3n4o5p6q7,MR-2003,Transactions table with partitioning,156,SQL,2025-02-08,tom.baker@company.com
STORY,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,,,,,,,"Payment Flow Architecture",PAY-204,Implement payment orchestration service,Feature,In Progress,21,senior.dev@company.com,Sprint-25,Provider selection logic;Fallback handling;Transaction state machine,payments/gateway-service,feature/PAY-204-orchestration,src/services/paymentOrchestrator.py,m3n4o5p6q7r8,MR-2004,Payment orchestration with state machine,723,Python,2025-02-22,robert.taylor@company.com
STORY,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,,,,,,,"Security and PCI Compliance",PAY-205,Implement card tokenization,Task,Done,13,security.eng@company.com,Sprint-24,Card data never stored;Tokens generated via provider;PCI DSS compliant,payments/gateway-service,feature/PAY-205-tokenization,src/services/tokenizationService.py,n4o5p6q7r8s9,MR-2005,Tokenization service wrapper,189,Python,2025-02-14,security.lead@company.com
STORY,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,,,,,,,"Error Handling and Retry Logic",PAY-206,Implement retry mechanism with exponential backoff,Task,Done,8,james.brown@company.com,Sprint-24,Max 3 retries;Exponential backoff implemented;Dead letter queue for failures,payments/gateway-service,feature/PAY-206-retry,src/utils/retryHandler.py,o5p6q7r8s9t0,MR-2006,Retry mechanism with DLQ integration,234,Python,2025-02-16,emily.white@company.com
STORY,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,,,,,,,"Payment Flow Architecture",PAY-207,Create payment status webhook endpoint,Feature,Done,8,anna.garcia@company.com,Sprint-24,Webhook signature verification;Idempotent processing;Status updates published,payments/gateway-service,feature/PAY-207-webhook,src/controllers/webhookController.py,p6q7r8s9t0u1,MR-2007,Webhook endpoint with signature verification,312,Python,2025-02-17,james.brown@company.com
STORY,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,,,,,,,"Data Model",PAY-208,Create refunds table and logic,Feature,To Do,8,unassigned,Sprint-26,Partial and full refunds supported;Linked to original transaction;Audit trail maintained,payments/gateway-service,feature/PAY-208-refunds,src/services/refundService.py,pending,pending,Refund processing service,0,Python,,
STORY,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,,,,,,,"Security and PCI Compliance",PAY-209,Implement payment data encryption,Task,Done,5,security.eng@company.com,Sprint-23,AES-256 encryption;Key rotation supported;Encrypted at rest and in transit,payments/gateway-service,feature/PAY-209-encryption,src/utils/encryptionUtils.py,q7r8s9t0u1v2,MR-2008,Encryption utilities for payment data,145,Python,2025-02-09,security.lead@company.com
STORY,EPIC-002,Payment Processing Gateway,,,,,,,,,,,,,TDD-002,,,,,,,"Security and PCI Compliance",PAY-210,Payment integration tests,Task,In Progress,13,qa.engineer@company.com,Sprint-25,All payment flows tested;Provider mocks implemented;95% coverage target,payments/gateway-service,feature/PAY-210-tests,tests/payment_integration_test.py,r8s9t0u1v2w3,MR-2009,Integration tests for payment flows,678,Python,2025-02-21,emily.white@company.com
EPIC,EPIC-003,Real-time Notification System,Build a scalable notification system supporting email SMS and push notifications,Planning,High,emily.white@company.com,Platform,2025-03-01,2025-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTIMATION,EPIC-003,Real-time Notification System,,,,,,,,EST-003,200,60,72,Medium,Low,,,,,,,,,,,,,,,,,,,,,,,,,
TDD,EPIC-003,Real-time Notification System,,,,,,,,,,,,,TDD-003,Notification System Technical Design,1.0,Draft,emily.white@company.com,2025-02-25,"Go,Kafka,Redis,Firebase,Twilio,SendGrid","auth-service,user-service",Overview,,,,,,,,,,,,,,,
TDD,EPIC-003,Real-time Notification System,,,,,,,,,,,,,TDD-003,Notification System Technical Design,1.0,Draft,emily.white@company.com,2025-02-25,"Go,Kafka,Redis,Firebase,Twilio,SendGrid","auth-service,user-service",Event-Driven Architecture,,,,,,,,,,,,,,,
TDD,EPIC-003,Real-time Notification System,,,,,,,,,,,,,TDD-003,Notification System Technical Design,1.0,Draft,emily.white@company.com,2025-02-25,"Go,Kafka,Redis,Firebase,Twilio,SendGrid","auth-service,user-service",Channel Providers,,,,,,,,,,,,,,,
TDD,EPIC-003,Real-time Notification System,,,,,,,,,,,,,TDD-003,Notification System Technical Design,1.0,Draft,emily.white@company.com,2025-02-25,"Go,Kafka,Redis,Firebase,Twilio,SendGrid","auth-service,user-service",Template Management,,,,,,,,,,,,,,,
TDD,EPIC-003,Real-time Notification System,,,,,,,,,,,,,TDD-003,Notification System Technical Design,1.0,Draft,emily.white@company.com,2025-02-25,"Go,Kafka,Redis,Firebase,Twilio,SendGrid","auth-service,user-service",Delivery Tracking,,,,,,,,,,,,,,,
STORY,EPIC-003,Real-time Notification System,,,,,,,,,,,,,TDD-003,,,,,,,"Event-Driven Architecture",NOTIF-301,Setup Kafka event consumers,Task,To Do,13,unassigned,Sprint-27,Kafka consumers for notification events;Consumer groups configured;Dead letter handling,platform/notification-service,feature/NOTIF-301-kafka,src/consumers/notificationConsumer.go,pending,pending,Kafka consumer setup,0,Go,,
STORY,EPIC-003,Real-time Notification System,,,,,,,,,,,,,TDD-003,,,,,,,"Channel Providers",NOTIF-302,Integrate SendGrid for email,Feature,To Do,8,unassigned,Sprint-27,SendGrid API integrated;Template support;Bounce handling,platform/notification-service,feature/NOTIF-302-sendgrid,src/providers/sendgridProvider.go,pending,pending,SendGrid email integration,0,Go,,
STORY,EPIC-003,Real-time Notification System,,,,,,,,,,,,,TDD-003,,,,,,,"Channel Providers",NOTIF-303,Integrate Twilio for SMS,Feature,To Do,8,unassigned,Sprint-28,Twilio API integrated;International support;Delivery receipts,platform/notification-service,feature/NOTIF-303-twilio,src/providers/twilioProvider.go,pending,pending,Twilio SMS integration,0,Go,,
STORY,EPIC-003,Real-time Notification System,,,,,,,,,,,,,TDD-003,,,,,,,"Channel Providers",NOTIF-304,Integrate Firebase for push notifications,Feature,To Do,8,unassigned,Sprint-28,FCM integrated;iOS and Android support;Topic subscriptions,platform/notification-service,feature/NOTIF-304-firebase,src/providers/firebaseProvider.go,pending,pending,Firebase push notification integration,0,Go,,
STORY,EPIC-003,Real-time Notification System,,,,,,,,,,,,,TDD-003,,,,,,,"Template Management",NOTIF-305,Build notification template engine,Feature,To Do,13,unassigned,Sprint-29,Handlebars templates;Multi-language support;Preview functionality,platform/notification-service,feature/NOTIF-305-templates,src/services/templateEngine.go,pending,pending,Template engine with i18n,0,Go,,
STORY,EPIC-003,Real-time Notification System,,,,,,,,,,,,,TDD-003,,,,,,,"Delivery Tracking",NOTIF-306,Implement delivery status tracking,Feature,To Do,8,unassigned,Sprint-29,Status callbacks from providers;Retry failed deliveries;Analytics dashboard data,platform/notification-service,feature/NOTIF-306-tracking,src/services/deliveryTracker.go,pending,pending,Delivery tracking service,0,Go,,
STORY,EPIC-003,Real-time Notification System,,,,,,,,,,,,,TDD-003,,,,,,,"Event-Driven Architecture",NOTIF-307,Create notification preferences API,Feature,To Do,5,unassigned,Sprint-27,Users can set preferences;Channel opt-out support;Quiet hours configuration,platform/notification-service,feature/NOTIF-307-preferences,src/controllers/preferencesController.go,pending,pending,User notification preferences API,0,Go,,
EPIC,EPIC-004,Product Catalog Service,Develop a high-performance product catalog with search and filtering capabilities,In Progress,High,tom.baker@company.com,Commerce,2025-01-20,2025-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTIMATION,EPIC-004,Product Catalog Service,,,,,,,,EST-004,280,100,110,High,Medium,,,,,,,,,,,,,,,,,,,,,,,,,
TDD,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,Product Catalog Technical Design,1.2,Approved,tom.baker@company.com,2025-01-18,"Java,Spring Boot,Elasticsearch,PostgreSQL,Redis","inventory-service,pricing-service,image-service",Overview,,,,,,,,,,,,,,,
TDD,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,Product Catalog Technical Design,1.2,Approved,tom.baker@company.com,2025-01-18,"Java,Spring Boot,Elasticsearch,PostgreSQL,Redis","inventory-service,pricing-service,image-service",Search Architecture,,,,,,,,,,,,,,,
TDD,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,Product Catalog Technical Design,1.2,Approved,tom.baker@company.com,2025-01-18,"Java,Spring Boot,Elasticsearch,PostgreSQL,Redis","inventory-service,pricing-service,image-service",Data Model,,,,,,,,,,,,,,,
TDD,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,Product Catalog Technical Design,1.2,Approved,tom.baker@company.com,2025-01-18,"Java,Spring Boot,Elasticsearch,PostgreSQL,Redis","inventory-service,pricing-service,image-service",Caching Strategy,,,,,,,,,,,,,,,
TDD,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,Product Catalog Technical Design,1.2,Approved,tom.baker@company.com,2025-01-18,"Java,Spring Boot,Elasticsearch,PostgreSQL,Redis","inventory-service,pricing-service,image-service",API Design,,,,,,,,,,,,,,,
STORY,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,,,,,,,"Data Model",CAT-401,Create product database schema,Task,Done,8,db.admin@company.com,Sprint-22,Products table with categories;Attributes as JSONB;Full-text search indexes,commerce/catalog-service,feature/CAT-401-schema,src/main/resources/db/migration/V1__create_products.sql,s9t0u1v2w3x4,MR-4001,Product schema with JSONB attributes,234,SQL,2025-01-28,tom.baker@company.com
STORY,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,,,,,,,"Search Architecture",CAT-402,Setup Elasticsearch cluster and indexing,Task,Done,13,devops.eng@company.com,Sprint-23,ES cluster deployed;Product index mapping;Bulk indexing pipeline,commerce/catalog-service,feature/CAT-402-elasticsearch,src/main/java/com/company/catalog/search/ProductIndexer.java,t0u1v2w3x4y5,MR-4002,Elasticsearch indexer with bulk operations,456,Java,2025-02-05,senior.dev@company.com
STORY,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,,,,,,,"Search Architecture",CAT-403,Implement product search API,Feature,Done,13,backend.dev@company.com,Sprint-24,Full-text search;Faceted filtering;Relevance scoring,commerce/catalog-service,feature/CAT-403-search,src/main/java/com/company/catalog/controller/SearchController.java,u1v2w3x4y5z6,MR-4003,Search API with facets and scoring,567,Java,2025-02-12,tom.baker@company.com
STORY,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,,,,,,,"Caching Strategy",CAT-404,Implement Redis caching layer,Task,Done,8,backend.dev@company.com,Sprint-24,Product cache with 1hr TTL;Cache invalidation on update;Cache warming on deploy,commerce/catalog-service,feature/CAT-404-caching,src/main/java/com/company/catalog/cache/ProductCacheService.java,v2w3x4y5z6a7,MR-4004,Redis caching with invalidation,289,Java,2025-02-14,senior.dev@company.com
STORY,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,,,,,,,"API Design",CAT-405,Create product CRUD endpoints,Feature,Done,8,backend.dev@company.com,Sprint-23,Create/Read/Update/Delete products;Validation rules;Audit logging,commerce/catalog-service,feature/CAT-405-crud,src/main/java/com/company/catalog/controller/ProductController.java,w3x4y5z6a7b8,MR-4005,Product CRUD with validation,423,Java,2025-02-06,tom.baker@company.com
STORY,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,,,,,,,"API Design",CAT-406,Implement category management,Feature,In Progress,8,backend.dev@company.com,Sprint-25,Hierarchical categories;Category tree API;Product-category associations,commerce/catalog-service,feature/CAT-406-categories,src/main/java/com/company/catalog/service/CategoryService.java,x4y5z6a7b8c9,MR-4006,Category management with hierarchy,345,Java,2025-02-18,senior.dev@company.com
STORY,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,,,,,,,"Search Architecture",CAT-407,Add autocomplete search suggestions,Feature,In Progress,5,frontend.dev@company.com,Sprint-25,Prefix matching;Popular searches;Recent searches per user,commerce/catalog-service,feature/CAT-407-autocomplete,src/main/java/com/company/catalog/search/AutocompleteService.java,y5z6a7b8c9d0,MR-4007,Autocomplete with prefix matching,198,Java,2025-02-19,backend.dev@company.com
STORY,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,,,,,,,"Data Model",CAT-408,Implement product variants,Feature,To Do,13,unassigned,Sprint-26,Size/color variants;SKU management;Inventory linkage,commerce/catalog-service,feature/CAT-408-variants,src/main/java/com/company/catalog/model/ProductVariant.java,pending,pending,Product variants model,0,Java,,
STORY,EPIC-004,Product Catalog Service,,,,,,,,,,,,,TDD-004,,,,,,,"Caching Strategy",CAT-409,Write catalog service tests,Task,In Progress,8,qa.engineer@company.com,Sprint-25,Unit and integration tests;Search accuracy tests;Performance benchmarks,commerce/catalog-service,feature/CAT-409-tests,src/test/java/com/company/catalog/CatalogServiceTest.java,z6a7b8c9d0e1,MR-4008,Comprehensive catalog tests,534,Java,2025-02-20,tom.baker@company.com
EPIC,EPIC-005,Order Management System,Build comprehensive order lifecycle management from creation to fulfillment,In Progress,Critical,robert.taylor@company.com,Commerce,2025-02-01,2025-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTIMATION,EPIC-005,Order Management System,,,,,,,,EST-005,360,140,165,High,High,,,,,,,,,,,,,,,,,,,,,,,,,
TDD,EPIC-005,Order Management System,,,,,,,,,,,,,TDD-005,Order Management Technical Design,2.1,Approved,robert.taylor@company.com,2025-01-30,"Java,Spring Boot,PostgreSQL,Kafka,Redis","payment-service,inventory-service,shipping-service,notification-service",Overview,,,,,,,,,,,,,,,
TDD,EPIC-005,Order Management System,,,,,,,,,,,,,TDD-005,Order Management Technical Design,2.1,Approved,robert.taylor@company.com,2025-01-30,"Java,Spring Boot,PostgreSQL,Kafka,Redis","payment-service,inventory-service,shipping-service,notification-service",Order State Machine,,,,,,,,,,,,,,,
TDD,EPIC-005,Order Management System,,,,,,,,,,,,,TDD-005,Order Management Technical Design,2.1,Approved,robert.taylor@company.com,2025-01-30,"Java,Spring Boot,PostgreSQL,Kafka,Redis","payment-service,inventory-service,shipping-service,notification-service",Data Model,,,,,,,,,,,,,,,
TDD,EPIC-005,Order Management System,,,,,,,,,,,,,TDD-005,Order Management Technical Design,2.1,Approved,robert.taylor@company.com,2025-01-30,"Java,Spring Boot,PostgreSQL,Kafka,Redis","payment-service,inventory-service,shipping-service,notification-service",Integration Points,,,,,,,,,,,,,,,
TDD,EPIC-005,Order Management System,,,,,,,,,,,,,TDD-005,Order Management Technical Design,2.1,Approved,robert.taylor@company.com,2025-01-30,"Java,Spring Boot,PostgreSQL,Kafka,Redis","payment-service,inventory-service,shipping-service,notification-service",Event Publishing,,,,,,,,,,,,,,,
STORY,EPIC-005,Order Management System,,,,,,,,,,,,,TDD-005,,,,,,,"Data Model",ORD-501,Create orders database schema,Task,Done,8,db.admin@company.com,Sprint-23,Orders and order_items tables;Status history tracking;Indexes for common queries,commerce/order-service,feature/ORD-501-schema,src/main/resources/db/migration/V1__create_orders.sql,a7b8c9d0e1f2,MR-5001,Orders schema with history,287,SQL,2025-02-08,robert.taylor@company.com
STORY,EPIC-005,Order Management System,,,,,,,,,,,,,TDD-005,,,,,,,"Order State Machine",ORD-502,Implement order state machine,Feature,Done,13,senior.java@company.com,Sprint-24,States: pending/confirmed/processing/shipped/delivered/cancelled;Valid transitions enforced;State change events,commerce/order-service,feature/ORD-502-statemachine,src/main/java/com/company/order/state/OrderStateMachine.java,b8c9d0e1f2g3,MR-5002,Order state machine implementation,456,Java,2025-02-15,robert.taylor@company.com
STORY,EPIC-005,Order Management System,,,,,,,,,,,,,TDD-005,,,,,,,"Integration Points",ORD-503,Integrate with payment service,Feature,Done,8,backend.dev@company.com,Sprint-24,Payment initiation;Status callbacks;Refund handling,commerce/order-service,feature/ORD-503-payment,src/main/java/com/company/order/integration/PaymentClient.java,c9d0e1f2g3h4,MR-5003,Payment service integration,234,Java,2025-02-16,senior.java@company.com
STORY,EPIC-005,Order Management System,,,,,,,,,,,,,TDD-005,,,,,,,"Integration Points",ORD-504,Integrate with inventory service,Feature,Done,8,backend.dev@company.com,Sprint-24,Stock reservation;Release on cancel;Low stock alerts,commerce/order-service,feature/ORD-504-inventory,src/main/java/com/company/order/integration/InventoryClient.java,d0e1f2g3h4i5,MR-5004,Inventory service integration,198,Java,2025-02-17,senior.java@company.com
STORY,EPIC-005,Order Management System,,,,,,,,,,,,,TDD-005,,,,,,,"Event Publishing",ORD-505,Setup Kafka event publishing,Task,Done,8,devops.eng@company.com,Sprint-23,Order events to Kafka;Event schemas defined;Consumer documentation,commerce/order-service,feature/ORD-505-kafka,src/main/java/com/company/order/events/OrderEventPublisher.java,e1f2g3h4i5j6,MR-5005,Kafka event publisher,189,Java,2025-02-09,robert.taylor@company.com
STORY,EPIC-005,Order Management System,,,,,,,,,,,,,TDD-005,,,,,,,"Order State Machine",ORD-506,Create order API endpoints,Feature,Done,13,backend.dev@company.com,Sprint-25,Create/Get/Update/Cancel orders;Order history;Bulk operations,commerce/order-service,feature/ORD-506-api,src/main/java/com/company/order/controller/OrderController.java,f2g3h4i5j6k7,MR-5006,Order REST API,534,Java,2025-02-22,senior.java@company.com
